area,statistic,age_category,quantity,State,gender
Hume,Eligible participants,75-79 years,2001.0,New South Wales,female
Hume,Participation rate (%),75-79 years,88.8,New South Wales,female
Hume,Total participants,80-84 years,1177.0,New South Wales,female
Hume,Eligible participants,80-84 years,1389.0,New South Wales,female
Hume,Participation rate (%),80-84 years,84.7,New South Wales,female
Hume,Total participants,85 years and over,1192.0,New South Wales,female
Hume,Eligible participants,85 years and over,1510.0,New South Wales,female
Hume,Participation rate (%),85 years and over,78.9,New South Wales,female
Hume,Total participants,Total Females,45366.0,New South Wales,female
Hume,Eligible participants,Total Females,56195.0,New South Wales,female
Hume,Participation rate (%),Total Females,80.7,New South Wales,female
Hunter,Total participants,18-19 years,1329.0,New South Wales,female
Hunter,Eligible participants,18-19 years,1717.0,New South Wales,female
Hunter,Participation rate (%),18-19 years,77.4,New South Wales,female
Hunter,Total participants,20-24 years,3263.0,New South Wales,female
Hunter,Eligible participants,20-24 years,4604.0,New South Wales,female
Hunter,Participation rate (%),20-24 years,70.9,New South Wales,female
Hunter,Total participants,25-29 years,3445.0,New South Wales,female
Hunter,Eligible participants,25-29 years,4778.0,New South Wales,female
Hunter,Participation rate (%),25-29 years,72.1,New South Wales,female
Hunter,Total participants,30-34 years,3553.0,New South Wales,female
Hunter,Eligible participants,30-34 years,4798.0,New South Wales,female
Hunter,Participation rate (%),30-34 years,74.1,New South Wales,female
Hunter,Total participants,35-39 years,3220.0,New South Wales,female
Hunter,Eligible participants,35-39 years,4455.0,New South Wales,female
Hunter,Participation rate (%),35-39 years,72.3,New South Wales,female
Hunter,Total participants,40-44 years,3545.0,New South Wales,female
Hunter,Eligible participants,40-44 years,4634.0,New South Wales,female
Hunter,Participation rate (%),40-44 years,76.5,New South Wales,female
Hunter,Total participants,45-49 years,3912.0,New South Wales,female
Hunter,Eligible participants,45-49 years,4935.0,New South Wales,female
Hunter,Participation rate (%),45-49 years,79.3,New South Wales,female
Hunter,Total participants,50-54 years,3997.0,New South Wales,female
Hunter,Eligible participants,50-54 years,4818.0,New South Wales,female
Hunter,Participation rate (%),50-54 years,83.0,New South Wales,female
Hunter,Total participants,55-59 years,4359.0,New South Wales,female
Hunter,Eligible participants,55-59 years,5081.0,New South Wales,female
Hunter,Participation rate (%),55-59 years,85.8,New South Wales,female
Hunter,Total participants,60-64 years,4310.0,New South Wales,female
Hunter,Eligible participants,60-64 years,4861.0,New South Wales,female
Hunter,Participation rate (%),60-64 years,88.7,New South Wales,female
Hunter,Total participants,65-69 years,4045.0,New South Wales,female
Hunter,Eligible participants,65-69 years,4482.0,New South Wales,female
Hunter,Participation rate (%),65-69 years,90.2,New South Wales,female
Hunter,Total participants,70-74 years,3395.0,New South Wales,female
Hunter,Eligible participants,70-74 years,3722.0,New South Wales,female
Hunter,Participation rate (%),70-74 years,91.2,New South Wales,female
Hunter,Total participants,75-79 years,2306.0,New South Wales,female
Hunter,Eligible participants,75-79 years,2555.0,New South Wales,female
Hunter,Participation rate (%),75-79 years,90.3,New South Wales,female
Hunter,Total participants,80-84 years,1687.0,New South Wales,female
Hunter,Eligible participants,80-84 years,1930.0,New South Wales,female
Hunter,Participation rate (%),80-84 years,87.4,New South Wales,female
Hunter,Total participants,85 years and over,1572.0,New South Wales,female
Hunter,Eligible participants,85 years and over,1969.0,New South Wales,female
Hunter,Participation rate (%),85 years and over,79.8,New South Wales,female
Hunter,Total participants,Total Females,47938.0,New South Wales,female
Hunter,Eligible participants,Total Females,59339.0,New South Wales,female
Hunter,Participation rate (%),Total Females,80.8,New South Wales,female
Kingsford Smith,Total participants,18-19 years,1207.0,New South Wales,female
Kingsford Smith,Eligible participants,18-19 years,1420.0,New South Wales,female
Kingsford Smith,Participation rate (%),18-19 years,85.0,New South Wales,female
Kingsford Smith,Total participants,20-24 years,3571.0,New South Wales,female
Kingsford Smith,Eligible participants,20-24 years,4351.0,New South Wales,female
Kingsford Smith,Participation rate (%),20-24 years,82.1,New South Wales,female
Kingsford Smith,Total participants,25-29 years,3790.0,New South Wales,female
Kingsford Smith,Eligible participants,25-29 years,4768.0,New South Wales,female
Kingsford Smith,Participation rate (%),25-29 years,79.5,New South Wales,female
Kingsford Smith,Total participants,30-34 years,4194.0,New South Wales,female
Kingsford Smith,Eligible participants,30-34 years,5369.0,New South Wales,female
Kingsford Smith,Participation rate (%),30-34 years,78.1,New South Wales,female
Kingsford Smith,Total participants,35-39 years,4320.0,New South Wales,female
Kingsford Smith,Eligible participants,35-39 years,5553.0,New South Wales,female
Kingsford Smith,Participation rate (%),35-39 years,77.8,New South Wales,female
Kingsford Smith,Total participants,40-44 years,4166.0,New South Wales,female
Kingsford Smith,Eligible participants,40-44 years,5271.0,New South Wales,female
Kingsford Smith,Participation rate (%),40-44 years,79.0,New South Wales,female
Kingsford Smith,Total participants,45-49 years,4263.0,New South Wales,female
Kingsford Smith,Eligible participants,45-49 years,5220.0,New South Wales,female
Kingsford Smith,Participation rate (%),45-49 years,81.7,New South Wales,female
Kingsford Smith,Total participants,50-54 years,3802.0,New South Wales,female
Kingsford Smith,Eligible participants,50-54 years,4595.0,New South Wales,female
Kingsford Smith,Participation rate (%),50-54 years,82.7,New South Wales,female
Kingsford Smith,Total participants,55-59 years,3556.0,New South Wales,female
Kingsford Smith,Eligible participants,55-59 years,4195.0,New South Wales,female
Kingsford Smith,Participation rate (%),55-59 years,84.8,New South Wales,female
Kingsford Smith,Total participants,60-64 years,3191.0,New South Wales,female
Kingsford Smith,Eligible participants,60-64 years,3740.0,New South Wales,female
Kingsford Smith,Participation rate (%),60-64 years,85.3,New South Wales,female
Kingsford Smith,Total participants,65-69 years,2897.0,New South Wales,female
Kingsford Smith,Eligible participants,65-69 years,3356.0,New South Wales,female
Kingsford Smith,Participation rate (%),65-69 years,86.3,New South Wales,female
Kingsford Smith,Total participants,70-74 years,2647.0,New South Wales,female
Kingsford Smith,Eligible participants,70-74 years,3037.0,New South Wales,female
Kingsford Smith,Participation rate (%),70-74 years,87.2,New South Wales,female
Kingsford Smith,Total participants,75-79 years,1972.0,New South Wales,female
Kingsford Smith,Eligible participants,75-79 years,2276.0,New South Wales,female
Kingsford Smith,Participation rate (%),75-79 years,86.6,New South Wales,female
Kingsford Smith,Total participants,80-84 years,1464.0,New South Wales,female
Kingsford Smith,Eligible participants,80-84 years,1739.0,New South Wales,female
Kingsford Smith,Participation rate (%),80-84 years,84.2,New South Wales,female
Kingsford Smith,Total participants,85 years and over,1651.0,New South Wales,female
Kingsford Smith,Eligible participants,85 years and over,2179.0,New South Wales,female
Kingsford Smith,Participation rate (%),85 years and over,75.8,New South Wales,female
Kingsford Smith,Total participants,Total Females,46691.0,New South Wales,female
Kingsford Smith,Eligible participants,Total Females,57069.0,New South Wales,female
Kingsford Smith,Participation rate (%),Total Females,81.8,New South Wales,female
Lindsay,Total participants,18-19 years,1365.0,New South Wales,female
Lindsay,Eligible participants,18-19 years,1768.0,New South Wales,female
Lindsay,Participation rate (%),18-19 years,77.2,New South Wales,female
Lindsay,Total participants,20-24 years,4005.0,New South Wales,female
Lindsay,Eligible participants,20-24 years,5571.0,New South Wales,female
Lindsay,Participation rate (%),20-24 years,71.9,New South Wales,female
Lindsay,Total participants,25-29 years,4203.0,New South Wales,female
Lindsay,Eligible participants,25-29 years,5843.0,New South Wales,female
Lindsay,Participation rate (%),25-29 years,71.9,New South Wales,female
Lindsay,Total participants,30-34 years,4201.0,New South Wales,female
Lindsay,Eligible participants,30-34 years,5938.0,New South Wales,female
Lindsay,Participation rate (%),30-34 years,70.7,New South Wales,female
Lindsay,Total participants,35-39 years,3931.0,New South Wales,female
Lindsay,Eligible participants,35-39 years,5349.0,New South Wales,female
Lindsay,Participation rate (%),35-39 years,73.5,New South Wales,female
Lindsay,Total participants,40-44 years,3949.0,New South Wales,female
Lindsay,Eligible participants,40-44 years,5170.0,New South Wales,female
Lindsay,Participation rate (%),40-44 years,76.4,New South Wales,female
Lindsay,Total participants,45-49 years,3909.0,New South Wales,female
Lindsay,Eligible participants,45-49 years,4970.0,New South Wales,female
Lindsay,Participation rate (%),45-49 years,78.7,New South Wales,female
Lindsay,Total participants,50-54 years,3618.0,New South Wales,female
Lindsay,Eligible participants,50-54 years,4445.0,New South Wales,female
Lindsay,Participation rate (%),50-54 years,81.4,New South Wales,female
Lindsay,Total participants,55-59 years,3919.0,New South Wales,female
Lindsay,Eligible participants,55-59 years,4609.0,New South Wales,female
Lindsay,Participation rate (%),55-59 years,85.0,New South Wales,female
Lindsay,Total participants,60-64 years,3619.0,New South Wales,female
Lindsay,Eligible participants,60-64 years,4149.0,New South Wales,female
Lindsay,Participation rate (%),60-64 years,87.2,New South Wales,female
Lindsay,Total participants,65-69 years,3215.0,New South Wales,female
Lindsay,Eligible participants,65-69 years,3602.0,New South Wales,female
Lindsay,Participation rate (%),65-69 years,89.3,New South Wales,female
Lindsay,Total participants,70-74 years,2347.0,New South Wales,female
Lindsay,Eligible participants,70-74 years,2605.0,New South Wales,female
Lindsay,Participation rate (%),70-74 years,90.1,New South Wales,female
Lindsay,Total participants,75-79 years,1553.0,New South Wales,female
Lindsay,Eligible participants,75-79 years,1752.0,New South Wales,female
Lindsay,Participation rate (%),75-79 years,88.6,New South Wales,female
Lindsay,Total participants,80-84 years,1013.0,New South Wales,female
Lindsay,Eligible participants,80-84 years,1196.0,New South Wales,female
Lindsay,Participation rate (%),80-84 years,84.7,New South Wales,female
Lindsay,Total participants,85 years and over,904.0,New South Wales,female
Lindsay,Eligible participants,85 years and over,1173.0,New South Wales,female
Lindsay,Participation rate (%),85 years and over,77.1,New South Wales,female
Lindsay,Total participants,Total Females,45751.0,New South Wales,female
Lindsay,Eligible participants,Total Females,58140.0,New South Wales,female
Lindsay,Participation rate (%),Total Females,78.7,New South Wales,female
Lyne,Total participants,18-19 years,1023.0,New South Wales,female
Lyne,Eligible participants,18-19 years,1336.0,New South Wales,female
Lyne,Participation rate (%),18-19 years,76.6,New South Wales,female
Lyne,Total participants,20-24 years,2165.0,New South Wales,female
Lyne,Eligible participants,20-24 years,3053.0,New South Wales,female
Lyne,Participation rate (%),20-24 years,70.9,New South Wales,female
Lyne,Total participants,25-29 years,1971.0,New South Wales,female
Lyne,Eligible participants,25-29 years,2847.0,New South Wales,female
Lyne,Participation rate (%),25-29 years,69.2,New South Wales,female
Lyne,Total participants,30-34 years,2167.0,New South Wales,female
Lyne,Eligible participants,30-34 years,2993.0,New South Wales,female
Lyne,Participation rate (%),30-34 years,72.4,New South Wales,female
Lyne,Total participants,35-39 years,2186.0,New South Wales,female
Lyne,Eligible participants,35-39 years,3101.0,New South Wales,female
Lyne,Participation rate (%),35-39 years,70.5,New South Wales,female
Lyne,Total participants,40-44 years,2820.0,New South Wales,female
Lyne,Eligible participants,40-44 years,3732.0,New South Wales,female
Lyne,Participation rate (%),40-44 years,75.6,New South Wales,female
Lyne,Total participants,45-49 years,3548.0,New South Wales,female
Lyne,Eligible participants,45-49 years,4505.0,New South Wales,female
Lyne,Participation rate (%),45-49 years,78.8,New South Wales,female
Lyne,Total participants,50-54 years,3921.0,New South Wales,female
Lyne,Eligible participants,50-54 years,4750.0,New South Wales,female
Lyne,Participation rate (%),50-54 years,82.5,New South Wales,female
Lyne,Total participants,55-59 years,4964.0,New South Wales,female
Lyne,Eligible participants,55-59 years,5741.0,New South Wales,female
Lyne,Participation rate (%),55-59 years,86.5,New South Wales,female
Lyne,Total participants,60-64 years,5250.0,New South Wales,female
Lyne,Eligible participants,60-64 years,5867.0,New South Wales,female
Lyne,Participation rate (%),60-64 years,89.5,New South Wales,female
Lyne,Total participants,65-69 years,5615.0,New South Wales,female
Lyne,Eligible participants,65-69 years,6138.0,New South Wales,female
Lyne,Participation rate (%),65-69 years,91.5,New South Wales,female
Lyne,Total participants,70-74 years,4985.0,New South Wales,female
Lyne,Eligible participants,70-74 years,5389.0,New South Wales,female
Lyne,Participation rate (%),70-74 years,92.5,New South Wales,female
Lyne,Total participants,75-79 years,3429.0,New South Wales,female
Lyne,Eligible participants,75-79 years,3742.0,New South Wales,female
Lyne,Participation rate (%),75-79 years,91.6,New South Wales,female
Lyne,Total participants,80-84 years,2314.0,New South Wales,female
Lyne,Eligible participants,80-84 years,2602.0,New South Wales,female
Lyne,Participation rate (%),80-84 years,88.9,New South Wales,female
Lyne,Total participants,85 years and over,2193.0,New South Wales,female
Lyne,Eligible participants,85 years and over,2640.0,New South Wales,female
Lyne,Participation rate (%),85 years and over,83.1,New South Wales,female
Lyne,Total participants,Total Females,48551.0,New South Wales,female
Lyne,Eligible participants,Total Females,58436.0,New South Wales,female
Lyne,Participation rate (%),Total Females,83.1,New South Wales,female
Macarthur,Total participants,18-19 years,1320.0,New South Wales,female
Macarthur,Eligible participants,18-19 years,1755.0,New South Wales,female
Macarthur,Participation rate (%),18-19 years,75.2,New South Wales,female
Macarthur,Total participants,20-24 years,3898.0,New South Wales,female
Macarthur,Eligible participants,20-24 years,5455.0,New South Wales,female
Macarthur,Participation rate (%),20-24 years,71.5,New South Wales,female
Macarthur,Total participants,25-29 years,3922.0,New South Wales,female
Macarthur,Eligible participants,25-29 years,5542.0,New South Wales,female
Macarthur,Participation rate (%),25-29 years,70.8,New South Wales,female
Macarthur,Total participants,30-34 years,4061.0,New South Wales,female
Macarthur,Eligible participants,30-34 years,5814.0,New South Wales,female
Macarthur,Participation rate (%),30-34 years,69.8,New South Wales,female
Macarthur,Total participants,35-39 years,3687.0,New South Wales,female
Macarthur,Eligible participants,35-39 years,5293.0,New South Wales,female
Macarthur,Participation rate (%),35-39 years,69.7,New South Wales,female
Macarthur,Total participants,40-44 years,3604.0,New South Wales,female
Macarthur,Eligible participants,40-44 years,4858.0,New South Wales,female
Macarthur,Participation rate (%),40-44 years,74.2,New South Wales,female
Macarthur,Total participants,45-49 years,3581.0,New South Wales,female
Macarthur,Eligible participants,45-49 years,4614.0,New South Wales,female
Macarthur,Participation rate (%),45-49 years,77.6,New South Wales,female
Macarthur,Total participants,50-54 years,3676.0,New South Wales,female
Macarthur,Eligible participants,50-54 years,4603.0,New South Wales,female
Macarthur,Participation rate (%),50-54 years,79.9,New South Wales,female
Macarthur,Total participants,55-59 years,3936.0,New South Wales,female
Macarthur,Eligible participants,55-59 years,4748.0,New South Wales,female
Macarthur,Participation rate (%),55-59 years,82.9,New South Wales,female
Macarthur,Total participants,60-64 years,3637.0,New South Wales,female
Macarthur,Eligible participants,60-64 years,4252.0,New South Wales,female
Macarthur,Participation rate (%),60-64 years,85.5,New South Wales,female
Macarthur,Total participants,65-69 years,3151.0,New South Wales,female
Macarthur,Eligible participants,65-69 years,3611.0,New South Wales,female
Macarthur,Participation rate (%),65-69 years,87.3,New South Wales,female
Macarthur,Total participants,70-74 years,2160.0,New South Wales,female
Macarthur,Eligible participants,70-74 years,2455.0,New South Wales,female
Macarthur,Participation rate (%),70-74 years,88.0,New South Wales,female
Macarthur,Total participants,75-79 years,1304.0,New South Wales,female
Macarthur,Eligible participants,75-79 years,1505.0,New South Wales,female
Macarthur,Participation rate (%),75-79 years,86.6,New South Wales,female
Macarthur,Total participants,80-84 years,835.0,New South Wales,female
Macarthur,Eligible participants,80-84 years,988.0,New South Wales,female
Macarthur,Participation rate (%),80-84 years,84.5,New South Wales,female
Macarthur,Total participants,85 years and over,664.0,New South Wales,female
Macarthur,Eligible participants,85 years and over,842.0,New South Wales,female
Macarthur,Participation rate (%),85 years and over,78.9,New South Wales,female
Macarthur,Total participants,Total Females,43436.0,New South Wales,female
Macarthur,Eligible participants,Total Females,56335.0,New South Wales,female
Macarthur,Participation rate (%),Total Females,77.1,New South Wales,female
Mackellar,Total participants,18-19 years,1349.0,New South Wales,female
Mackellar,Eligible participants,18-19 years,1544.0,New South Wales,female
Mackellar,Participation rate (%),18-19 years,87.4,New South Wales,female
Mackellar,Total participants,20-24 years,3136.0,New South Wales,female
Mackellar,Eligible participants,20-24 years,3758.0,New South Wales,female
Mackellar,Participation rate (%),20-24 years,83.4,New South Wales,female
Mackellar,Total participants,25-29 years,2639.0,New South Wales,female
Mackellar,Eligible participants,25-29 years,3218.0,New South Wales,female
Mackellar,Participation rate (%),25-29 years,82.0,New South Wales,female
Mackellar,Total participants,30-34 years,2910.0,New South Wales,female
Mackellar,Eligible participants,30-34 years,3612.0,New South Wales,female
Mackellar,Participation rate (%),30-34 years,80.6,New South Wales,female
Mackellar,Total participants,35-39 years,3524.0,New South Wales,female
Mackellar,Eligible participants,35-39 years,4286.0,New South Wales,female
Mackellar,Participation rate (%),35-39 years,82.2,New South Wales,female
Mackellar,Total participants,40-44 years,4273.0,New South Wales,female
Mackellar,Eligible participants,40-44 years,5173.0,New South Wales,female
Mackellar,Participation rate (%),40-44 years,82.6,New South Wales,female
Mackellar,Total participants,45-49 years,4711.0,New South Wales,female
Mackellar,Eligible participants,45-49 years,5552.0,New South Wales,female
Mackellar,Participation rate (%),45-49 years,84.9,New South Wales,female
Mackellar,Total participants,50-54 years,4304.0,New South Wales,female
Mackellar,Eligible participants,50-54 years,5009.0,New South Wales,female
Mackellar,Participation rate (%),50-54 years,85.9,New South Wales,female
Mackellar,Total participants,55-59 years,4309.0,New South Wales,female
Mackellar,Eligible participants,55-59 years,4869.0,New South Wales,female
Mackellar,Participation rate (%),55-59 years,88.5,New South Wales,female
Mackellar,Total participants,60-64 years,3870.0,New South Wales,female
Mackellar,Eligible participants,60-64 years,4305.0,New South Wales,female
Mackellar,Participation rate (%),60-64 years,89.9,New South Wales,female
Mackellar,Total participants,65-69 years,3680.0,New South Wales,female
Mackellar,Eligible participants,65-69 years,4019.0,New South Wales,female
Mackellar,Participation rate (%),65-69 years,91.6,New South Wales,female
Mackellar,Total participants,70-74 years,3509.0,New South Wales,female
Mackellar,Eligible participants,70-74 years,3823.0,New South Wales,female
Mackellar,Participation rate (%),70-74 years,91.8,New South Wales,female
Mackellar,Total participants,75-79 years,2397.0,New South Wales,female
Mackellar,Eligible participants,75-79 years,2614.0,New South Wales,female
Mackellar,Participation rate (%),75-79 years,91.7,New South Wales,female
Mackellar,Total participants,80-84 years,1741.0,New South Wales,female
Mackellar,Eligible participants,80-84 years,1955.0,New South Wales,female
Mackellar,Participation rate (%),80-84 years,89.1,New South Wales,female
Mackellar,Total participants,85 years and over,2059.0,New South Wales,female
Mackellar,Eligible participants,85 years and over,2539.0,New South Wales,female
Mackellar,Participation rate (%),85 years and over,81.1,New South Wales,female
Mackellar,Total participants,Total Females,48411.0,New South Wales,female
Mackellar,Eligible participants,Total Females,56277.0,New South Wales,female
Mackellar,Participation rate (%),Total Females,86.0,New South Wales,female
Macquarie,Total participants,18-19 years,1302.0,New South Wales,female
Macquarie,Eligible participants,18-19 years,1579.0,New South Wales,female
Macquarie,Participation rate (%),18-19 years,82.5,New South Wales,female
Macquarie,Total participants,20-24 years,3295.0,New South Wales,female
Macquarie,Eligible participants,20-24 years,4098.0,New South Wales,female
Macquarie,Participation rate (%),20-24 years,80.4,New South Wales,female
Macquarie,Total participants,25-29 years,2973.0,New South Wales,female
Macquarie,Eligible participants,25-29 years,3829.0,New South Wales,female
Macquarie,Participation rate (%),25-29 years,77.6,New South Wales,female
Macquarie,Total participants,30-34 years,3036.0,New South Wales,female
Macquarie,Eligible participants,30-34 years,3811.0,New South Wales,female
Macquarie,Participation rate (%),30-34 years,79.7,New South Wales,female
Macquarie,Total participants,35-39 years,3211.0,New South Wales,female
Macquarie,Eligible participants,35-39 years,4025.0,New South Wales,female
Macquarie,Participation rate (%),35-39 years,79.8,New South Wales,female
Macquarie,Total participants,40-44 years,3724.0,New South Wales,female
Macquarie,Eligible participants,40-44 years,4547.0,New South Wales,female
Macquarie,Participation rate (%),40-44 years,81.9,New South Wales,female
Macquarie,Total participants,45-49 years,4326.0,New South Wales,female
Macquarie,Eligible participants,45-49 years,5186.0,New South Wales,female
Macquarie,Participation rate (%),45-49 years,83.4,New South Wales,female
Macquarie,Total participants,50-54 years,4099.0,New South Wales,female
Macquarie,Eligible participants,50-54 years,4757.0,New South Wales,female
Macquarie,Participation rate (%),50-54 years,86.2,New South Wales,female
Macquarie,Total participants,55-59 years,4526.0,New South Wales,female
Macquarie,Eligible participants,55-59 years,5137.0,New South Wales,female
Macquarie,Participation rate (%),55-59 years,88.1,New South Wales,female
Macquarie,Total participants,60-64 years,4147.0,New South Wales,female
Macquarie,Eligible participants,60-64 years,4604.0,New South Wales,female
Macquarie,Participation rate (%),60-64 years,90.1,New South Wales,female
Macquarie,Total participants,65-69 years,3943.0,New South Wales,female
Macquarie,Eligible participants,65-69 years,4310.0,New South Wales,female
Macquarie,Participation rate (%),65-69 years,91.5,New South Wales,female
Macquarie,Total participants,70-74 years,3140.0,New South Wales,female
Macquarie,Eligible participants,70-74 years,3449.0,New South Wales,female
Macquarie,Participation rate (%),70-74 years,91.0,New South Wales,female
Macquarie,Total participants,75-79 years,1944.0,New South Wales,female
Macquarie,Eligible participants,75-79 years,2136.0,New South Wales,female
Macquarie,Participation rate (%),75-79 years,91.0,New South Wales,female
Macquarie,Total participants,80-84 years,1280.0,New South Wales,female
Macquarie,Eligible participants,80-84 years,1448.0,New South Wales,female
Macquarie,Participation rate (%),80-84 years,88.4,New South Wales,female
Macquarie,Total participants,85 years and over,1209.0,New South Wales,female
Macquarie,Eligible participants,85 years and over,1484.0,New South Wales,female
Macquarie,Participation rate (%),85 years and over,81.5,New South Wales,female
Macquarie,Total participants,Total Females,46155.0,New South Wales,female
Macquarie,Eligible participants,Total Females,54400.0,New South Wales,female
Macquarie,Participation rate (%),Total Females,84.8,New South Wales,female
McMahon,Total participants,18-19 years,1280.0,New South Wales,female
McMahon,Eligible participants,18-19 years,1622.0,New South Wales,female
McMahon,Participation rate (%),18-19 years,78.9,New South Wales,female
McMahon,Total participants,20-24 years,3741.0,New South Wales,female
McMahon,Eligible participants,20-24 years,4929.0,New South Wales,female
McMahon,Participation rate (%),20-24 years,75.9,New South Wales,female
McMahon,Total participants,25-29 years,3644.0,New South Wales,female
McMahon,Eligible participants,25-29 years,4930.0,New South Wales,female
McMahon,Participation rate (%),25-29 years,73.9,New South Wales,female
McMahon,Total participants,30-34 years,3538.0,New South Wales,female
McMahon,Eligible participants,30-34 years,4941.0,New South Wales,female
McMahon,Participation rate (%),30-34 years,71.6,New South Wales,female
McMahon,Total participants,35-39 years,3594.0,New South Wales,female
McMahon,Eligible participants,35-39 years,4883.0,New South Wales,female
McMahon,Participation rate (%),35-39 years,73.6,New South Wales,female
McMahon,Total participants,40-44 years,3397.0,New South Wales,female
McMahon,Eligible participants,40-44 years,4450.0,New South Wales,female
McMahon,Participation rate (%),40-44 years,76.3,New South Wales,female
McMahon,Total participants,45-49 years,3651.0,New South Wales,female
McMahon,Eligible participants,45-49 years,4641.0,New South Wales,female
McMahon,Participation rate (%),45-49 years,78.7,New South Wales,female
McMahon,Total participants,50-54 years,3814.0,New South Wales,female
McMahon,Eligible participants,50-54 years,4641.0,New South Wales,female
McMahon,Participation rate (%),50-54 years,82.2,New South Wales,female
McMahon,Total participants,55-59 years,3869.0,New South Wales,female
McMahon,Eligible participants,55-59 years,4652.0,New South Wales,female
McMahon,Participation rate (%),55-59 years,83.2,New South Wales,female
McMahon,Total participants,60-64 years,3423.0,New South Wales,female
McMahon,Eligible participants,60-64 years,4033.0,New South Wales,female
McMahon,Participation rate (%),60-64 years,84.9,New South Wales,female
McMahon,Total participants,65-69 years,3036.0,New South Wales,female
McMahon,Eligible participants,65-69 years,3507.0,New South Wales,female
McMahon,Participation rate (%),65-69 years,86.6,New South Wales,female
McMahon,Total participants,70-74 years,2328.0,New South Wales,female
McMahon,Eligible participants,70-74 years,2624.0,New South Wales,female
McMahon,Participation rate (%),70-74 years,88.7,New South Wales,female
McMahon,Total participants,75-79 years,1643.0,New South Wales,female
McMahon,Eligible participants,75-79 years,1906.0,New South Wales,female
McMahon,Participation rate (%),75-79 years,86.2,New South Wales,female
McMahon,Total participants,80-84 years,1105.0,New South Wales,female
McMahon,Eligible participants,80-84 years,1326.0,New South Wales,female
McMahon,Participation rate (%),80-84 years,83.3,New South Wales,female
McMahon,Total participants,85 years and over,1108.0,New South Wales,female
McMahon,Eligible participants,85 years and over,1444.0,New South Wales,female
McMahon,Participation rate (%),85 years and over,76.7,New South Wales,female
McMahon,Total participants,Total Females,43171.0,New South Wales,female
McMahon,Eligible participants,Total Females,54529.0,New South Wales,female
McMahon,Participation rate (%),Total Females,79.2,New South Wales,female
Mitchell,Total participants,18-19 years,1409.0,New South Wales,female
Mitchell,Eligible participants,18-19 years,1733.0,New South Wales,female
Mitchell,Participation rate (%),18-19 years,81.3,New South Wales,female
Mitchell,Total participants,20-24 years,3483.0,New South Wales,female
Mitchell,Eligible participants,20-24 years,4287.0,New South Wales,female
Mitchell,Participation rate (%),20-24 years,81.2,New South Wales,female
Mitchell,Total participants,25-29 years,2709.0,New South Wales,female
Mitchell,Eligible participants,25-29 years,3438.0,New South Wales,female
Mitchell,Participation rate (%),25-29 years,78.8,New South Wales,female
Mitchell,Total participants,30-34 years,2950.0,New South Wales,female
Mitchell,Eligible participants,30-34 years,3914.0,New South Wales,female
Mitchell,Participation rate (%),30-34 years,75.4,New South Wales,female
Mitchell,Total participants,35-39 years,3932.0,New South Wales,female
Mitchell,Eligible participants,35-39 years,5104.0,New South Wales,female
Mitchell,Participation rate (%),35-39 years,77.0,New South Wales,female
Mitchell,Total participants,40-44 years,4464.0,New South Wales,female
Mitchell,Eligible participants,40-44 years,5625.0,New South Wales,female
Mitchell,Participation rate (%),40-44 years,79.4,New South Wales,female
Mitchell,Total participants,45-49 years,4700.0,New South Wales,female
Mitchell,Eligible participants,45-49 years,5740.0,New South Wales,female
Mitchell,Participation rate (%),45-49 years,81.9,New South Wales,female
Mitchell,Total participants,50-54 years,3929.0,New South Wales,female
Mitchell,Eligible participants,50-54 years,4706.0,New South Wales,female
Mitchell,Participation rate (%),50-54 years,83.5,New South Wales,female
Mitchell,Total participants,55-59 years,3802.0,New South Wales,female
Mitchell,Eligible participants,55-59 years,4374.0,New South Wales,female
Mitchell,Participation rate (%),55-59 years,86.9,New South Wales,female
Mitchell,Total participants,60-64 years,3410.0,New South Wales,female
Mitchell,Eligible participants,60-64 years,3861.0,New South Wales,female
Mitchell,Participation rate (%),60-64 years,88.3,New South Wales,female
Mitchell,Total participants,65-69 years,3288.0,New South Wales,female
Mitchell,Eligible participants,65-69 years,3614.0,New South Wales,female
Mitchell,Participation rate (%),65-69 years,91.0,New South Wales,female
Mitchell,Total participants,70-74 years,2777.0,New South Wales,female
Mitchell,Eligible participants,70-74 years,3025.0,New South Wales,female
Mitchell,Participation rate (%),70-74 years,91.8,New South Wales,female
Mitchell,Total participants,75-79 years,1679.0,New South Wales,female
Mitchell,Eligible participants,75-79 years,1820.0,New South Wales,female
Mitchell,Participation rate (%),75-79 years,92.3,New South Wales,female
Mitchell,Total participants,80-84 years,1063.0,New South Wales,female
Mitchell,Eligible participants,80-84 years,1202.0,New South Wales,female
Mitchell,Participation rate (%),80-84 years,88.4,New South Wales,female
Mitchell,Total participants,85 years and over,994.0,New South Wales,female
Mitchell,Eligible participants,85 years and over,1231.0,New South Wales,female
Mitchell,Participation rate (%),85 years and over,80.7,New South Wales,female
Mitchell,Total participants,Total Females,44589.0,New South Wales,female
Mitchell,Eligible participants,Total Females,53674.0,New South Wales,female
Mitchell,Participation rate (%),Total Females,83.1,New South Wales,female
Newcastle,Total participants,18-19 years,1349.0,New South Wales,female
Newcastle,Eligible participants,18-19 years,1630.0,New South Wales,female
Newcastle,Participation rate (%),18-19 years,82.8,New South Wales,female
Newcastle,Total participants,20-24 years,4727.0,New South Wales,female
Newcastle,Eligible participants,20-24 years,5881.0,New South Wales,female
